ID1,merge,X3,X4
C1f1aa1ff,-0.15/2.95,4.23,4.22
Cf468bd45,0.36/1.44,2.24,4.38
C1e81765f,2.71/1.2,2.74,4.23
C28d42d9b,0.54/2.98,2.19,4.14
C1c5fb59a,1.42/2.21,4.05,3.57
C1505c004,-0.85/3.49,2.82,4.53
Cbe25fe4c,0.08/2.52,2.51,4.93
Ccc7d9084,1.68/1.34,2.51,2.34
Ccc3aeb7c,2.95/0.64,3.42,3.61
C60258ecd,-0.36/2.7,2.96,1.65
Cf6ef7535,1.99/4.64,2.19,4.44
C16c3ea4d,0.95/3.06,3.35,5.72
Cb1ea68d4,0.21/1.54,4.39,4.23
C69457629,1.64/0.44,2.03,3.79
C1a928512,2.81/2.87,2.47,2.62
C8eb8f0a3,-0.61/2.85,3.82,4.89
Ca7e8fef8,-1.41/1.91,3.22,4.07
Ce7e15e3c,0.54/2.52,4.36,5.15
C60d66a54,1.09/2.06,3.01,4.13
C93df0f20,0.82/2.33,1.82,3.6
Cb96ce038,1.57/1.8,1.71,4.66
C64bd117b,0.72/1.4,2.23,3.84
C68f68fb4,2.18/2.7,3.79,3.81
C59ed0527,2.34/3.28,3.11,3.45
Ce1dce7c1,0.15/1.45,3.64,1.77
C8eb5379d,0.85/1.77,0.54,4.89
Cf0a2545b,0.78/0.91,2.3,4.77
C25b9dcd5,-0.6/1.03,0.87,3.04
Ced03994e,2.8/2.64,1.94,4.58
Cfb5cabe3,0.96/1.33,1.88,4.97
C15d7526c,1.4/3.02,2.98,2.82
C87c5eeea,-0.12/2.35,4.26,5.66
C7f4227b0,2.81/1.43,1.55,4.36
C24101c4b,0.04/1.55,2.56,4.01
C13f82dc3,0.71/3.2,2.73,2.47
Ca3f1cbba,0.95/1.24,3.05,2.82
C36731925,1.17/2.87,3.07,4.65
C99848b57,0.84/3.74,4.47,3.7
C8ae3ceae,1.81/1.25,2.08,3.05
Ca5408ddc,0.98/4.33,3.58,5.72
Cee813eb0,-0.97/1.51,4.57,3.02
C00021885,2.31/1.52,2.64,4.34
C7b67c3cc,-1.37/1.42,2.37,4.48
Cd0080e30,1.17/2.28,2.71,4.05
C121ded72,2.55/1.07,1.77,5.04
C2cfd7b2e,1.32/1.38,4.74,4.53
C1cbc4c51,2/2.58,3.68,4.12
Cf66276fa,1.06/3.81,2.78,4.81
Ca5112a44,2.09/-0.53,2.39,2.24
Cd95e79a0,1.38/3.24,2.98,4.37
C4ae444b4,3.11/0.59,2.71,3.6
C799ed2c9,2.65/2.58,2.72,5.2
C0bff4d8e,0.39/0.97,2.59,3.07
C2a123841,2.01/2.8,1.55,3.27
C64007104,2.22/1.57,1.88,4.15
C6e10803b,0.56/2.38,2.03,5.38
Cb71e973d,2.13/1.04,4.03,3.93
C87aa67dd,-1.54/0.75,4,5.42
Ce7f5a35d,0.52/2.07,3.11,6.35
C5a9cf1b9,1.02/3.23,3.38,4.74
C9f47c856,0.45/0.28,4.29,3.41
C5cadd236,0.58/1.91,2.43,2.46
C88b2a358,1.31/3.58,2.21,3.16
Cb6475a3e,0.41/1.46,1.43,2.8
C60660736,1.07/2.19,2.15,4.63
Ca049625a,2.25/2.42,1.94,5.31
Cfd147dc6,1.46/1.93,4.25,4.17
Cb2cb2bfd,-0.53/4.21,3.79,2.8
Cb9baeff9,0.98/1.2,3.65,4.12
C01f2c371,-0.66/1.36,3,2.69
Cd667809b,0.6/2.38,2.14,3.3
Ceed219ae,0.49/0.5,2.09,4.38
Cbca2b6bf,0.74/0.86,3.63,4.37
C6c50eb13,0.21/1.81,2.6,2.65
C3cf2f911,0.33/2.08,2.39,5.33
C771a5f2e,0.36/1.26,1.61,3.3
C39ece3db,1.84/1.01,4.64,3.53
C5c8c0c46,1.37/2.29,4.26,4.35
C9e3ed32e,0.4/2.09,3.04,3.8
Cf884023f,0.13/0.66,4.41,2.88
C8655b132,0.56/2.39,3.24,2.08
C7f720cb5,0.81/1.22,3.5,1.87
C609a9410,-1.71/2.47,2.69,3.51
Caa987df3,-0.48/2.03,2.98,5.15
Cc11fd8c4,0.75/1.92,4.08,4.92
C0612af21,2.22/2.22,3.43,3.48
C6a39c277,0.82/1.71,2.54,4.68
C63f0e89e,1.68/1.97,2.75,3.38
C35e3fa33,1.56/0.69,3.35,3.42
Cdfff5857,3.18/1.38,3.53,5.71
C88841cb3,0.83/1.98,2.77,3.09
C0956d890,1.28/2.27,1.12,3.23
Ca36fe772,1.17/1.68,1.86,3.51
C6d653072,1.1/2.1,4.76,4.25
Cc9a782c3,1.82/2.06,3.39,2.99
C5e1a4766,1.96/1.84,3.32,4.91
C71afb814,2/2.77,3.02,3.22
C56c294ce,0.59/2.1,2.23,4.96
C8d93926a,1.45/1.88,3.34,2.98
C582d5a4f,1.24/2.35,2.88,4.45
Cefec8d74,2.68/4.05,2.71,5.11
Ce7f74e5a,0.16/3.14,2.22,3.1
C2c99cadd,2.51/2.76,2.71,4.67
Cd7681a35,1.92/2.3,3.74,4.48
Ca9d3ff8d,0.4/1.31,4.01,2.2
Cabf1bcb6,0.69/1.81,3.48,3.95
C204e22a0,2.72/-0.17,3.08,2.45
Cb9065b6c,0.35/2.25,2.41,5.22
Cf0a0aab8,2.73/2.78,3.65,3.74
C124a37d2,1.56/3.06,2.72,4.93
C84b0a1d9,-0.15/0.63,2.52,2.91
Cd582722d,1.71/-0.96,1.77,5.69
Cd8eaafaa,0.48/2,1.63,3.39
Cfeb75cf1,-0.2/-0.35,2.58,3.09
C89ca1e8f,1.42/4.05,3.63,3.14
C47ad762b,-0.07/-0.35,4.5,3.3
Ca915c995,-1.08/1.94,3.96,4.8
C8d7f1a07,3.86/3.17,3.01,3.15
C17250bb7,1.51/3.63,2.76,1.89
Cccbd0ff4,1.18/2.66,2.91,4.26
Cf45b85f7,-0.06/2.05,4.12,2.9
C263bba8a,0.46/1.79,2.83,3.49
C312b7a9e,0.61/3.56,3.53,6.55
C1a8c1441,3.16/0.61,3.5,2.25
C856e7468,0.08/2.16,1.57,3.85
C1f528759,-0.27/2.2,3.41,5.17
C048abdcf,1.36/2.76,4.46,3.37
C32213e8a,2.39/1.64,3.55,2.39
C090e9134,2.41/4.81,2.2,6.17
C07496959,0.75/2.96,4.42,5.69
C39c97b08,0/2.57,2.78,4
Cb0b7709d,0.85/3.07,1.7,4.32
C2817ea86,1.42/1.73,2.24,4.65
C88cc6925,1.54/2.3,4.12,4.41
C3e56bfd2,0.03/-0.13,2.55,4.51
C4be128f1,2.77/3.68,3.94,2.66
C5588c47f,2.01/2.93,2.59,4.59
C0d8a1484,4.31/0.94,2.72,3.72
C5963b037,-1.05/2.5,1.97,6.23
C1374bbb0,2.46/1.59,3.03,4.99
C84426fae,2.46/3.66,3.42,3.36
Ce4354c60,1.12/3.78,3.2,3.2
C98df1049,1.34/0.86,2.93,1.39
Cf8fc9752,1.84/2.91,2.24,4.52
C4cf0f46b,0.2/2.19,1.47,4.34
C4175cda4,-0.27/2.82,3.17,2.92
C40a5518d,0.54/1.69,3.9,3.65
C19ab1e76,0.34/1.86,3.31,4.47
C5f91dd71,-0.24/0.8,3.53,4.52
Ca7400081,1.58/0.51,3.21,5.43
C79b73b49,-1.38/2.36,2.26,3.67
C422aaee4,2.49/2.67,3.87,4.37
Ca016f1a8,0.53/0.79,3.03,3.13
Ce4f2680e,-0.98/1.72,1.65,4.49
C0a72b92e,0.42/3.3,2.07,4.87
Cd62bf0f7,1.47/2.96,3.42,3.86
Cb1d907c3,0.93/3.06,3.9,2.38
C92a981da,1.43/1.42,2.73,5.08
C222b2d83,2.59/1.22,2.21,4.7
C32e9a243,2.2/2.03,1.64,4.53
C5fe06e04,2.17/1.34,1.41,4.63
Dd9131ee9,-0.1/2.81,1.18,4.88
D9c5988ea,0.39/3.05,1.29,3.69
D28a5479d,2.92/1.07,2.93,3.9
Daf5537cc,0.67/2.83,1.28,4.34
D370958bd,-0.16/1.65,2.03,1.99
Dea997e13,1.62/1.1,3.32,3.69
D3563646f,0.94/1.25,1.5,4.63
D9b3cfdba,-0.2/0.45,3.49,3.71
D32b6737a,1.69/1.26,3.31,4.32
D30e96748,1.27/0.78,3.78,4.74
D7dd233f9,0.53/3.24,3.08,3.1
Dfca2f470,0.75/1.23,3.64,5.66
Dd4959020,0.45/0.25,4.13,5.59
D789f32a4,0.06/1.45,4.71,4
Dbedf5b36,0.51/3.12,1.26,3.68
D05582fba,3.33/1.3,4.56,5.99
Da976f585,2.59/1.97,3.29,2.94
D59e5808a,1.63/2.28,4.8,4.42
Df3f55603,3.56/2.29,3.61,3.96
D6d20803d,0.46/3.03,2.2,5.4
D690671d8,-1.08/2.63,2.19,4.59
Df8a97049,-0.1/2.71,4.09,5.1
D64a7ccde,2.42/2.28,4.12,3.43
D521ca32c,0.53/2.84,3.82,3.33
D46fd1e49,0.88/1.19,3.25,5.65
D9517ecf8,2.02/2.22,1.62,3.37
D520c9b4d,0.47/1.68,2.31,4.93
D5d130d1e,0.85/0.56,4.24,3.68
Df653812d,1.49/1.59,2.59,5.24
D6659ac2c,1.12/3.22,2.82,1.57
Ded69d2d2,2.33/2.43,3.47,3.45
D54debc74,-1.1/-0.22,1.74,4.3
D9eb627e2,0.74/2.18,2.15,5.43
D650ddad8,2.1/1.08,2.08,3.83
D5ed05d74,0.59/3.13,2.66,3.76
D9d9c7a23,1.47/-0.44,3.73,4.21
Dc14eab0a,1.6/0.55,3.55,4.73
D15852371,1.49/3.23,2.95,5.16
Db9dbbcaa,1.09/2.85,3.02,5.54
D8800cd50,0.41/3.79,3.16,4.62
D13d1c7ec,2.19/2.63,3.13,5.43
Dc393511f,0.82/2.99,3.88,5.17
D964e53a6,2.79/1.19,1.22,3.89
D9e13ae46,2.31/2.93,3.69,2.13
Dfe7b6b8a,-0.55/1.53,1.26,3.73
D1a2ee361,1.11/2.24,0.96,4.07
D20039d82,1.58/2.87,2.63,2.73
Dd253386c,0.46/1.92,3.71,2.03
D07067f70,1.22/1.01,2.91,3.98
D914f2b19,-0.21/1.94,1.61,3.59
D96ae8f9a,1.14/1.72,2.72,4.16
D1eccb286,-0.25/0.94,2.95,3.45
D31d59c48,1.88/1.35,3.25,4.03
D4c0d3b4e,1.11/3.42,3.81,3.55
D24553b07,1.72/2.44,2.35,2.31
D142871d2,2.4/2.06,2.16,4.71
D069ae593,1.15/0.34,3.42,3.62
D4eb83053,-0.26/2.27,1.91,2.82
De5215245,0.75/1.07,3.25,5.49
D8f55fe97,-0.4/-0.84,1.77,3.43
D51d2776c,0.74/0.99,2.66,3.65
Deb2419b4,2.24/3.22,1.75,5.32
Ddb01ec07,2.08/2.76,3.27,3.91
D35fecb17,2.12/1.65,3.61,3.74
D63bcab07,1.64/0.35,3.14,3.81
Da1e67692,1.96/2.45,2.03,2.99
Dadb58152,1.43/1.91,2.58,5.01
D68505682,1.68/0.34,3.17,5.34
D6385c43b,0.65/2.35,2.71,5.73
D541b1455,1.44/1.49,2.11,2.81
Df8964579,1.27/1.47,3.31,2.31
D640f58dc,0.89/1.53,2.77,5.04
D66934ac0,1.62/3.08,1.69,4.21
D73b3b08f,2.07/0.95,2.89,3.94
D6f03005d,1.31/1.74,1.34,5.26
D0a451d97,3.48/1.36,2.26,3.39
D76210601,0.65/2.32,3.26,3.86
Dc8b4476f,1.7/2.24,2.97,4.67
D836406ef,2.65/1.47,2.08,5.14
Dee9f2101,1.22/3.21,0.37,5.73
D9d853f4d,2.16/3.36,1.84,2.67
D92381c2f,2.34/1.97,2.37,5.04
D7d605343,1.7/2.04,3.23,2.8
D263156da,0.97/1.33,5.12,3.72
D45f21eea,-0.14/2.38,3.28,2.68
Dae37a5f2,0.92/1.17,4.84,3.89
De5297345,-0.69/2.13,2.74,4.93
Daaff23b6,0.53/1.7,3.87,5.44
Da4962bed,1.01/1.17,4.47,3.96
D1f1aa1ff,0.81/1.92,3.44,4.1
Df468bd45,0.53/2.04,1.5,5.09
D1e81765f,1.27/1.18,2.86,3.5
D28d42d9b,-0.34/2.93,2.97,3.58
D1c5fb59a,0.04/2.46,2.13,4.37
D1505c004,1.94/1.95,3.54,3.86
Dbe25fe4c,1.41/2.24,2.56,3.78
Dcc7d9084,2.18/2.55,4.15,2.85
Dcc3aeb7c,1.09/1.12,1.8,3.83
D60258ecd,0.8/2.06,1.72,3.86
Df6ef7535,1.05/0.92,3.61,3.07
D16c3ea4d,-1.04/1.32,3.67,5.05
Db1ea68d4,2.63/1.66,2.74,5.26
D69457629,2.04/0.64,3.37,5.36
D1a928512,1.36/1.49,4.56,2.27
D8eb8f0a3,0.16/1.93,2.57,5.26
Da7e8fef8,0.76/2.77,2.09,4.62
De7e15e3c,1.97/2.24,3.56,4.89
D60d66a54,1.67/4.28,3.1,6.31
D93df0f20,-0.22/1.05,2.04,4.49
Db96ce038,-0.14/1.97,1.89,5.04
D64bd117b,0.64/1.22,2.9,3.95
D68f68fb4,-0.84/1.54,0.57,2.66
D59ed0527,0.67/0.52,3.28,2.99
De1dce7c1,0.88/1.06,4.57,3.85
D8eb5379d,2.23/1.92,3.74,4.51
Df0a2545b,0.15/1.86,3.53,2.68
D25b9dcd5,1.91/2.58,3.81,2.65
Ded03994e,2.01/1.78,3.01,5
Dfb5cabe3,1.5/0.95,2.76,4.85
D15d7526c,2.26/-0.01,2.9,5.12
D87c5eeea,1.73/1.28,2.99,3.78
D7f4227b0,1.2/1.84,3.38,5.18
D24101c4b,0.82/3.85,2.01,1.21
D13f82dc3,0.56/2.13,2.55,4.11
Da3f1cbba,1.88/1.76,3.48,4.06
D36731925,-0.42/0.67,1.07,2.73
D99848b57,2.29/1.77,0.49,4.05
D8ae3ceae,1.62/0.29,2,5.27
Da5408ddc,-0.02/1.25,1.96,5.11
Dee813eb0,2.7/4.62,2.78,7.01
D00021885,1.6/1.28,2.44,3.89
D7b67c3cc,0.91/4.41,4.39,3.16
Dd0080e30,-0.81/3.13,2.44,4.78
D121ded72,1.14/-0.17,3.8,4.73
D2cfd7b2e,1.03/2.24,3.2,3.82
D1cbc4c51,0.38/1.94,2.62,3.13
Df66276fa,0.49/1.73,2.6,4.26
Da5112a44,0.03/2.18,2.73,5.12
Dd95e79a0,0.97/3.53,3.42,4.26
D4ae444b4,0.54/3.01,3.3,3.37
D799ed2c9,0.63/0.86,2.87,2.62
D0bff4d8e,0.24/3.35,4.03,2.94
D2a123841,1.37/1.29,3.78,4.79
D64007104,1.35/0.21,1.58,4.36
D6e10803b,1.67/1.35,3.4,4.23
Db71e973d,2.87/2.28,3.48,3.82
D87aa67dd,0.48/1.78,2.44,4.15
De7f5a35d,1.58/2.38,3.35,5.03
D5a9cf1b9,1.24/2.04,3.19,4.35
D9f47c856,0.34/1.79,3.62,3.66
D5cadd236,1.43/0.38,2.31,5.77
D88b2a358,0.38/0.52,0.68,2.25
Db6475a3e,-0.18/2.46,2.79,4.56
D60660736,0.29/2.27,4.22,3.98
Da049625a,0.51/2.64,1.54,3.52
Dfd147dc6,0.85/1.11,3.46,4.19
Db2cb2bfd,1.92/1.88,2.26,3.92
Db9baeff9,0.72/1.84,3.36,3.71
D01f2c371,-0.13/0.88,3.81,3.96
Dd667809b,1.7/2.01,3.52,2.77
Deed219ae,1.45/-0.12,4.22,2.92
Dbca2b6bf,1.69/3.84,4.37,4.06
D6c50eb13,1.01/1.56,2.85,4.33
D3cf2f911,0.46/1.81,2.12,5.73
D771a5f2e,0.6/1.85,0.76,3.14
D39ece3db,0.92/1.66,3.38,3.29
D5c8c0c46,1.6/1.95,2.49,2.8
D9e3ed32e,2.13/2.31,2.25,5.18
Df884023f,0.09/2.47,2.92,4.99
D8655b132,-0.3/2.41,1.59,3.8
D7f720cb5,1.47/1.23,3.69,3.69
D609a9410,3.39/2.79,3.86,4.58
Daa987df3,2.03/1.72,1.38,3.88
Dc11fd8c4,0.52/1.91,3.77,1.59
D0612af21,-0.96/1.31,2.62,4.48
D6a39c277,1.45/1.29,3.22,4.49
D63f0e89e,1/0.81,1.19,1.97
D35e3fa33,0.29/0.91,2.72,3.25
Ddfff5857,1.66/0.87,2.76,3.46
D88841cb3,-0.08/0.27,4.08,3.3
D0956d890,1.78/1.32,2.95,3.41
Da36fe772,0.38/1.33,3.09,4.3
D6d653072,2.25/0.25,0.55,3.19
Dc9a782c3,0.85/0.16,4.11,5.77
D5e1a4766,1.94/0.1,3.38,2.85
D71afb814,2.87/2.58,1.76,3.59
D56c294ce,1.12/1.11,4.81,5.07
D8d93926a,1.59/2.61,4.23,3.91
D582d5a4f,1.83/1.12,5.13,3.65
Defec8d74,0.32/1.61,2.3,4.8
De7f74e5a,2.21/3.37,4.81,2.14
D2c99cadd,1.51/2.96,3.23,3.17
Dd7681a35,1.67/2.59,3.39,4.74
Da9d3ff8d,2.25/1.37,3.9,6.29
Dabf1bcb6,1.62/1.77,2.52,4.08
D204e22a0,0.57/2.63,1.65,3.49
Db9065b6c,3.14/2.5,2.97,5.14
Df0a0aab8,1.49/1.62,0.87,2.42
D124a37d2,0.79/1,2.47,5.09
D84b0a1d9,1.22/1.86,2.65,3.37
Dd582722d,0.46/1.65,4.31,5.15
Dd8eaafaa,-0.21/1.48,0.58,5.22
Dfeb75cf1,1.04/1.63,1.75,4.68
D89ca1e8f,1.29/1.04,5.58,3.89
D47ad762b,0.59/1.03,3.13,3.67
Da915c995,-1.07/2.77,3.43,3.36
D8d7f1a07,-0.99/1.46,3.33,4.6
D17250bb7,0.11/2.9,2.77,3.85
Dccbd0ff4,1.93/2.2,3.46,4.87
Df45b85f7,2.52/1.3,4.43,3.75
D263bba8a,1.7/2.55,4.83,3.24
D312b7a9e,-0.28/2.72,2.39,4.48
D1a8c1441,2.42/0.51,1.01,5.09
D856e7468,0.88/2.38,3.3,4.45
D1f528759,-0.6/2.69,2.71,5.56
D048abdcf,2.02/2.04,3.71,4.42
D32213e8a,0.61/1.62,4.76,5.01
D090e9134,1.59/1.54,4.07,5.74
D07496959,2.1/1.77,3.54,3.79
D39c97b08,1.15/3.2,2.67,3.53
Db0b7709d,2.16/3.98,2.59,2.84
D2817ea86,-0.49/2.06,2.76,4
D88cc6925,1.7/1.65,1.87,2.96
D3e56bfd2,2.17/2.5,2.15,5.17
D4be128f1,1.99/1.06,4.65,4.92
D5588c47f,0.17/2.2,4.57,3.75
D0d8a1484,1.79/0.57,2.45,4.69
D5963b037,0.99/1.15,2.46,4.66
D1374bbb0,-0.3/-0.19,1.91,4.4
D84426fae,1.49/1.91,3.63,3.32
De4354c60,0.84/2.26,1.89,4.09
D98df1049,1.39/2.3,3.95,3.51
Df8fc9752,-0.56/0.57,3.93,5.43
D4cf0f46b,0.31/2.92,3.78,4.62
D4175cda4,0.84/0.02,3.94,3.86
D40a5518d,0.98/1.39,1.42,2.79
D19ab1e76,-0.49/4.28,1.73,4.49
D5f91dd71,-0.59/1.32,3.33,1.62
Da7400081,1.84/2.47,1.71,2.76
D79b73b49,2.02/2.8,2.89,4.67
D422aaee4,1.61/2.57,1.78,4.06
Da016f1a8,1.83/3.09,2.35,3.09
De4f2680e,1.84/1.45,1.37,5.76
D0a72b92e,1.69/3.04,4.94,4.83
Dd62bf0f7,2.18/3.03,3.49,3.12
Db1d907c3,1.06/1.65,3.96,6.47
D92a981da,1.32/1.98,3.61,4.5
D222b2d83,0.36/1.62,2.31,2.94
D32e9a243,0.04/3.44,3.52,5.67
D5fe06e04,-0.13/2.07,3.74,3.53
