ID1,measurement,value
Aa36fe772,X3,4.2219671085421115
Aa36fe772,X4,4.076607221151846
A6d653072,X1,0.6866341212998021
A6d653072,X2,2.2876067790704195
A6d653072,X3,1.237732913013005
A6d653072,X4,4.283555608014209
Ac9a782c3,X1,0.6440841758406062
Ac9a782c3,X2,-0.014180265039420714
Ac9a782c3,X3,3.1794299627392975
Ac9a782c3,X4,3.3819033389755786
A5e1a4766,X1,1.4450848071755027
A5e1a4766,X2,2.3275392641847525
A5e1a4766,X3,3.6369666492627157
A5e1a4766,X4,4.059828743042544
A71afb814,X1,1.6103389600398388
A71afb814,X2,1.9566129442741347
A71afb814,X3,3.6250361518187546
A71afb814,X4,3.3262191822522906
A56c294ce,X1,1.9173051558155443
A56c294ce,X2,1.6884552724104238
A56c294ce,X3,4.922718244876778
A56c294ce,X4,4.19038691663298
A8d93926a,X1,1.1016832846519176
A8d93926a,X2,2.9325038715099563
A8d93926a,X3,3.3683281722936176
A8d93926a,X4,5.027456699438439
A582d5a4f,X1,1.3247635262251132
A582d5a4f,X2,1.4062031567026332
A582d5a4f,X3,1.005205349127806
A582d5a4f,X4,4.512624195666446
Aefec8d74,X1,1.9232306531136212
Aefec8d74,X2,3.141337981165993
Aefec8d74,X3,3.585970469924022
Aefec8d74,X4,4.801809079546215
Ae7f74e5a,X1,1.0611626698065864
Ae7f74e5a,X2,2.688850065314939
Ae7f74e5a,X3,2.7756737133683633
Ae7f74e5a,X4,5.939767406978439
A2c99cadd,X1,-0.13195919253539867
A2c99cadd,X2,1.7424074359305812
A2c99cadd,X3,3.207305262651151
A2c99cadd,X4,4.1858552244057226
Ad7681a35,X1,1.752467787456317
Ad7681a35,X2,2.493617132945181
Ad7681a35,X3,3.594059640101472
Ad7681a35,X4,4.385119826763199
Aa9d3ff8d,X1,1.6228267148009858
Aa9d3ff8d,X2,2.2562079660380263
Aa9d3ff8d,X3,4.246740502634536
Aa9d3ff8d,X4,2.8906983943009155
Aabf1bcb6,X1,1.1028268383129671
Aabf1bcb6,X2,1.6138077446836654
Aabf1bcb6,X3,3.677541059919608
Aabf1bcb6,X4,4.220920196178492
A204e22a0,X1,3.4830966145400093
A204e22a0,X2,3.0668925390469104
A204e22a0,X3,2.463166635280508
A204e22a0,X4,3.1335447421035494
Ab9065b6c,X1,2.2221102661277103
Ab9065b6c,X2,0.9611512495936703
Ab9065b6c,X3,3.6060586098029788
Ab9065b6c,X4,3.9436454881637117
Af0a0aab8,X1,1.910769696363279
Af0a0aab8,X2,1.244561789616387
Af0a0aab8,X3,4.0765958501842325
Af0a0aab8,X4,2.797418026234125
A124a37d2,X1,1.2219942726857256
A124a37d2,X2,1.7956017636796
A124a37d2,X3,3.964570565889197
A124a37d2,X4,4.932174370759586
A84b0a1d9,X1,1.1567253205200174
A84b0a1d9,X2,2.9837765157012606
A84b0a1d9,X3,3.0831444792827623
A84b0a1d9,X4,3.2087210255204783
Ad582722d,X1,1.367466457138932
Ad582722d,X2,2.233258221772258
Ad582722d,X3,2.9311688366847273
Ad582722d,X4,3.449806446099704
Ad8eaafaa,X1,1.1168326136366333
Ad8eaafaa,X2,1.2873998171997671
Ad8eaafaa,X3,4.68262034622386
Ad8eaafaa,X4,5.183837826285687
Afeb75cf1,X1,2.621986170131546
Afeb75cf1,X2,1.1566311064811354
Afeb75cf1,X3,3.779574640985475
Afeb75cf1,X4,3.977620213108597
A89ca1e8f,X1,1.6909291778203945
A89ca1e8f,X2,2.0666390028943407
A89ca1e8f,X3,0.8976104889864751
A89ca1e8f,X4,3.8860481293338505
A47ad762b,X1,1.8983742385715408
A47ad762b,X2,0.8752586195229595
A47ad762b,X3,3.718413471651121
A47ad762b,X4,4.128665465197473
Aa915c995,X1,2.9048689231195244
Aa915c995,X2,1.6814645463371924
Aa915c995,X3,2.8368656318297893
Aa915c995,X4,3.456656034714899
A8d7f1a07,X1,2.7858898702221415
A8d7f1a07,X2,2.8068266794895917
A8d7f1a07,X3,3.7486770043118334
A8d7f1a07,X4,4.703035976290775
A17250bb7,X1,2.227874563906103
A17250bb7,X2,1.4976922526137182
A17250bb7,X3,2.8149061492453757
A17250bb7,X4,2.8122690883826467
Accbd0ff4,X1,2.3579766365004415
Accbd0ff4,X2,2.1510069723520218
Accbd0ff4,X3,3.0568956449581774
Accbd0ff4,X4,5.642422285584418
Af45b85f7,X1,0.19764460280960805
Af45b85f7,X2,1.9429252641472763
Af45b85f7,X3,3.7363247266524966
Af45b85f7,X4,4.756948399868074
A263bba8a,X1,1.3286252365767686
A263bba8a,X2,1.6991734572855688
A263bba8a,X3,1.2116258614914166
A263bba8a,X4,5.209673013377481
A312b7a9e,X1,1.2836700682796054
A312b7a9e,X2,0.9193771372899286
A312b7a9e,X3,3.1225414990322236
A312b7a9e,X4,2.5283250941778093
A1a8c1441,X1,0.948359348890036
A1a8c1441,X2,2.8467986260759055
A1a8c1441,X3,2.662493964120996
A1a8c1441,X4,2.3961045591481005
A856e7468,X1,2.8347501461016487
A856e7468,X2,2.0847548431128415
A856e7468,X3,2.6192927457247692
A856e7468,X4,4.458329078293897
A1f528759,X1,0.5100517196096659
A1f528759,X2,3.4488087879006826
A1f528759,X3,3.5088965713790587
A1f528759,X4,3.9040609007145584
A048abdcf,X1,0.15355317758850295
A048abdcf,X2,2.5363061409307406
A048abdcf,X3,1.8923343427299413
A048abdcf,X4,4.947827024817772
A32213e8a,X1,1.5318838013949887
A32213e8a,X2,3.932610740584992
A32213e8a,X3,4.15856884060115
A32213e8a,X4,6.160325008799219
A090e9134,X1,1.7288989630733878
A090e9134,X2,0.4481377325756575
A090e9134,X3,2.414681897499494
A090e9134,X4,4.658390183844404
A07496959,X1,1.1047364229892123
A07496959,X2,1.7189447389493573
A07496959,X3,3.849678011048766
A07496959,X4,4.5474466196322405
A39c97b08,X1,1.5898523206977722
A39c97b08,X2,2.677141696830068
A39c97b08,X3,1.6179536958489533
A39c97b08,X4,5.771144047228228
Ab0b7709d,X1,1.8518546188534781
Ab0b7709d,X2,1.6231086392955774
Ab0b7709d,X3,2.973602167914092
Ab0b7709d,X4,5.2928014895038435
A2817ea86,X1,1.248030522149482
A2817ea86,X2,1.8410471448871841
A2817ea86,X3,3.705756329545677
A2817ea86,X4,4.754730768265066
A88cc6925,X1,1.0797378724684243
A88cc6925,X2,1.483133644308027
A88cc6925,X3,3.169132885734569
A88cc6925,X4,2.794017649961044
A3e56bfd2,X1,1.5476291674715685
A3e56bfd2,X2,2.1819515354680545
A3e56bfd2,X3,2.60211850697531
A3e56bfd2,X4,3.6546572626763796
A4be128f1,X1,0.8246981476800742
A4be128f1,X2,1.1046148566250438
A4be128f1,X3,4.157586308098978
A4be128f1,X4,4.8535322512162304
A5588c47f,X1,1.3204146975147864
A5588c47f,X2,1.8179927737809103
A5588c47f,X3,1.1913224266837479
A5588c47f,X4,3.582870198629229
A0d8a1484,X1,1.5464397010757227
A0d8a1484,X2,2.6251973047818025
A0d8a1484,X3,3.8909549957366663
A0d8a1484,X4,3.9926441637008505
A5963b037,X1,0.6785173278696861
A5963b037,X2,0.7653851388678508
A5963b037,X3,3.8997243670242483
A5963b037,X4,3.528959128336467
A1374bbb0,X1,-0.39415118639293834
A1374bbb0,X2,2.3247700804377
A1374bbb0,X3,2.831267674815922
A1374bbb0,X4,5.162827178996951
A84426fae,X1,1.301553012365154
A84426fae,X2,0.9398929466986803
A84426fae,X3,2.754550204129243
A84426fae,X4,4.117916807099
Ae4354c60,X1,1.2262517520784388
Ae4354c60,X2,3.750981171936603
Ae4354c60,X3,4.319313502188799
Ae4354c60,X4,2.5698683858499227
A98df1049,X1,1.2871782795079458
A98df1049,X2,3.2806800169094568
A98df1049,X3,3.3018213075753216
A98df1049,X4,4.994489680671425
Af8fc9752,X1,1.0577654959095661
Af8fc9752,X2,2.2764472913330134
Af8fc9752,X3,2.218422427925755
Af8fc9752,X4,4.323037379317051
A4cf0f46b,X1,2.4567695102479714
A4cf0f46b,X2,2.803622686307645
A4cf0f46b,X3,4.302902357300101
A4cf0f46b,X4,3.1969417897634442
A4175cda4,X1,2.2372286421569965
A4175cda4,X2,3.2597997229293227
A4175cda4,X3,1.6560418737872071
A4175cda4,X4,4.671680577130511
A40a5518d,X1,1.8726403572131338
A40a5518d,X2,2.4456556461244294
A40a5518d,X3,4.586254125225311
A40a5518d,X4,5.16693189998408
A19ab1e76,X1,1.1190790678903075
A19ab1e76,X2,1.4641721754194323
A19ab1e76,X3,3.657326302878766
A19ab1e76,X4,5.082365221099283
A5f91dd71,X1,-0.008303744282948777
A5f91dd71,X2,2.7341394170434
A5f91dd71,X3,3.7869715097547396
A5f91dd71,X4,3.909938168504692
Aa7400081,X1,1.6085703277249044
Aa7400081,X2,1.6593980379965692
Aa7400081,X3,1.8555334089095747
Aa7400081,X4,2.9468400783630697
A79b73b49,X1,2.200854075741032
A79b73b49,X2,1.7369393302904714
A79b73b49,X3,3.621464774962931
A79b73b49,X4,3.362777114951868
A422aaee4,X1,1.4117426416108643
A422aaee4,X2,1.5508830462773884
A422aaee4,X3,3.9377254552970045
A422aaee4,X4,2.6937507896784494
Aa016f1a8,X1,1.783343346505221
Aa016f1a8,X2,2.6187713128254
Aa016f1a8,X3,5.2166571214290025
Aa016f1a8,X4,3.9659831465468462
Ae4f2680e,X1,0.17204163414183782
Ae4f2680e,X2,2.7071702195556595
Ae4f2680e,X3,2.288568696553732
Ae4f2680e,X4,3.51538128366597
A0a72b92e,X1,1.6273247054900963
A0a72b92e,X2,1.7840510649934649
A0a72b92e,X3,3.7161770922704376
A0a72b92e,X4,3.025642386461952
Ad62bf0f7,X1,2.2705252467779573
Ad62bf0f7,X2,0.9938161023619878
Ad62bf0f7,X3,3.8158762399226873
Ad62bf0f7,X4,3.770903397838211
Ab1d907c3,X1,0.7442602132641527
Ab1d907c3,X2,1.7549838942373102
Ab1d907c3,X3,3.8265736419122205
Ab1d907c3,X4,5.190219736244867
A92a981da,X1,0.7296197203694834
A92a981da,X2,2.339996608733605
A92a981da,X3,1.7265917417436594
A92a981da,X4,4.692355164905056
A222b2d83,X1,0.66948324537987
A222b2d83,X2,2.5569816216176626
A222b2d83,X3,3.4414003860831683
A222b2d83,X4,3.630032147916241
A32e9a243,X1,0.7947034962484067
A32e9a243,X2,1.3211226955286808
A32e9a243,X3,1.3666223024286925
A32e9a243,X4,4.492721154938972
A5fe06e04,X1,0.6151099378809822
A5fe06e04,X2,1.9896651641238396
A5fe06e04,X3,2.185588459390136
A5fe06e04,X4,4.124107156210521
Bd9131ee9,X1,0.594423493279996
Bd9131ee9,X2,2.3411230821808786
Bd9131ee9,X3,3.50385974168353
Bd9131ee9,X4,3.7972565764068014
B9c5988ea,X1,2.392113923738332
B9c5988ea,X2,3.2347795762968916
B9c5988ea,X3,1.6820941936681764
B9c5988ea,X4,4.90575945686396
B28a5479d,X1,0.18572784197839187
B28a5479d,X2,3.1755954223997307
B28a5479d,X3,3.749947575994897
B28a5479d,X4,3.8913097621698864
Baf5537cc,X1,1.7613351770974066
Baf5537cc,X2,2.122517060209447
Baf5537cc,X3,3.638361629398852
Baf5537cc,X4,4.532201090523125
B370958bd,X1,1.417278054158552
B370958bd,X2,1.7731447308276387
B370958bd,X3,2.9855634086031815
B370958bd,X4,4.6573094845651815
Bea997e13,X1,0.6569751187100261
Bea997e13,X2,1.1008534193836503
Bea997e13,X3,2.856418606625667
Bea997e13,X4,3.804060562362754
B3563646f,X1,2.3441718845298833
B3563646f,X2,3.3537524392625095
B3563646f,X3,3.475676125866677
B3563646f,X4,3.2179925473718916
B9b3cfdba,X1,1.1191362756436882
B9b3cfdba,X2,1.3630769617915988
B9b3cfdba,X3,3.3972252843046338
B9b3cfdba,X4,4.596292914979499
B32b6737a,X1,0.7415693523536449
B32b6737a,X2,3.824610115974207
B32b6737a,X3,4.3321494675975485
B32b6737a,X4,3.2367049105495918
B30e96748,X1,-0.9300603798269635
B30e96748,X2,2.168695777408178
B30e96748,X3,4.112913688906042
B30e96748,X4,5.1341688493475
B7dd233f9,X1,0.9857859763705861
B7dd233f9,X2,1.8196708003461706
B7dd233f9,X3,3.5768622434803783
B7dd233f9,X4,2.6149356219183915
Bfca2f470,X1,0.308522319331902
Bfca2f470,X2,1.9565450784828284
Bfca2f470,X3,3.8746637788976193
Bfca2f470,X4,3.784638038407829
Bd4959020,X1,-0.12065721324418766
Bd4959020,X2,1.546125829547076
Bd4959020,X3,1.5756180777705093
Bd4959020,X4,4.171462806440848
B789f32a4,X1,2.238875261314347
B789f32a4,X2,1.6676714887858772
B789f32a4,X3,2.652056407689181
B789f32a4,X4,4.723263095906921
Bbedf5b36,X1,1.9800783766525671
Bbedf5b36,X2,1.0371168226595793
Bbedf5b36,X3,3.36741608380662
Bbedf5b36,X4,4.297741297452695
B05582fba,X1,1.0461810702773033
B05582fba,X2,2.0558003349451903
B05582fba,X3,2.419857362793172
B05582fba,X4,3.25141792618576
Ba976f585,X1,-1.4758207971453077
Ba976f585,X2,2.1210413015349525
Ba976f585,X3,4.721248900837631
Ba976f585,X4,3.7331632320387222
B59e5808a,X1,1.4324333451566038
B59e5808a,X2,2.4057343593755243
B59e5808a,X3,3.076212357625633
B59e5808a,X4,3.846256500101249
Bf3f55603,X1,-0.7443576362904025
Bf3f55603,X2,2.3566175105549823
Bf3f55603,X3,3.1575134269731895
Bf3f55603,X4,6.621570699752061
B6d20803d,X1,0.9646362079122444
B6d20803d,X2,0.6944824769365332
B6d20803d,X3,5.257049873627255
B6d20803d,X4,2.6195504533915313
B690671d8,X1,2.3476250434269454
B690671d8,X2,1.2419831209047514
B690671d8,X3,2.63652744245745
B690671d8,X4,3.9873112646488296
Bf8a97049,X1,0.17866515307537922
Bf8a97049,X2,3.314032580108564
Bf8a97049,X3,3.714927222456509
Bf8a97049,X4,2.8152270010189984
B64a7ccde,X1,0.7012923055208087
B64a7ccde,X2,2.6646672312303266
B64a7ccde,X3,3.4107407691388922
B64a7ccde,X4,2.2658835729941647
B521ca32c,X1,2.534867224157429
B521ca32c,X2,0.4347489901605177
B521ca32c,X3,3.1182945143172467
B521ca32c,X4,3.2460855505859345
B46fd1e49,X1,2.5310486525849685
B46fd1e49,X2,3.5893600591181274
B46fd1e49,X3,3.831681038819559
B46fd1e49,X4,2.534505396819454
B9517ecf8,X1,1.110632172296383
B9517ecf8,X2,1.531474563249081
B9517ecf8,X3,3.410029647087382
B9517ecf8,X4,3.668946190406351
B520c9b4d,X1,0.029295408520537136
B520c9b4d,X2,2.142497076671156
B520c9b4d,X3,3.579996667505657
B520c9b4d,X4,1.9712694922856784
B5d130d1e,X1,1.2105854847976596
B5d130d1e,X2,1.8976221774045516
B5d130d1e,X3,3.8671676341967145
B5d130d1e,X4,5.742919539837509
Bf653812d,X1,2.9148641901080494
Bf653812d,X2,2.1479207712562323
Bf653812d,X3,1.5034681205291236
Bf653812d,X4,3.185478539461036
B6659ac2c,X1,2.848289027663556
B6659ac2c,X2,3.2453364336888924
B6659ac2c,X3,0.37121364121956013
B6659ac2c,X4,2.122561130688056
Bed69d2d2,X1,1.444572403367781
Bed69d2d2,X2,2.6187462305746143
Bed69d2d2,X3,3.6315108865452794
Bed69d2d2,X4,5.698805770581913
B54debc74,X1,1.7370050902508987
B54debc74,X2,2.410429748693421
B54debc74,X3,2.2051357135021905
B54debc74,X4,3.515791725364328
B9eb627e2,X1,2.0476353846117723
B9eb627e2,X2,3.0601421739370513
B9eb627e2,X3,1.782131929067204
B9eb627e2,X4,5.133024299445106
B650ddad8,X1,0.47972391206784526
B650ddad8,X2,2.9023710158585088
B650ddad8,X3,2.8039828880542883
B650ddad8,X4,3.0775765266196107
B5ed05d74,X1,-0.16917667691780247
B5ed05d74,X2,1.6308173059601532
B5ed05d74,X3,2.890943979040626
B5ed05d74,X4,3.545860284810871
B9d9c7a23,X1,0.9229981441844105
B9d9c7a23,X2,0.9777232453365081
B9d9c7a23,X3,2.0926708427378444
B9d9c7a23,X4,4.982416534474523
Bc14eab0a,X1,0.8315185840562996
Bc14eab0a,X2,2.289174170690841
Bc14eab0a,X3,2.9881868324679015
Bc14eab0a,X4,3.672980565016233
B15852371,X1,-0.07512338967134102
B15852371,X2,2.369592128680339
B15852371,X3,2.055709931993095
B15852371,X4,5.261137109478074
Bb9dbbcaa,X1,0.5907896361757732
Bb9dbbcaa,X2,-0.21225689883493226
Bb9dbbcaa,X3,3.6014402855258143
Bb9dbbcaa,X4,3.4390510020406486
B8800cd50,X1,1.5383176827045961
B8800cd50,X2,2.001968691682707
B8800cd50,X3,1.7152167202679576
B8800cd50,X4,2.9688419607631173
B13d1c7ec,X1,0.39090447038235787
B13d1c7ec,X2,2.452652807377795
B13d1c7ec,X3,4.145047052482975
B13d1c7ec,X4,5.314913173087329
Bc393511f,X1,1.4145352914813598
Bc393511f,X2,2.9258323690660353
Bc393511f,X3,0.7171615189724783
Bc393511f,X4,4.029889654536656
B964e53a6,X1,1.230438584965325
B964e53a6,X2,3.016516913280818
B964e53a6,X3,3.0793195201270036
B964e53a6,X4,3.914126888857031
B9e13ae46,X1,2.1136210712853973
B9e13ae46,X2,2.089572324996138
B9e13ae46,X3,3.7847621170973724
B9e13ae46,X4,4.0658628490405215
Bfe7b6b8a,X1,2.1972581243840272
Bfe7b6b8a,X2,4.273157512887579
Bfe7b6b8a,X3,2.4112883600820387
Bfe7b6b8a,X4,3.387881838429439
B1a2ee361,X1,0.238725385169557
B1a2ee361,X2,3.351700842479369
B1a2ee361,X3,4.109347323846686
B1a2ee361,X4,5.021933655306498
B20039d82,X1,0.2720930551867081
B20039d82,X2,2.2363883634568387
B20039d82,X3,3.8058243780416774
B20039d82,X4,3.8211934838555504
Bd253386c,X1,1.0939902490461308
Bd253386c,X2,2.640826649189634
Bd253386c,X3,3.809845198469209
Bd253386c,X4,5.090874156973236
B07067f70,X1,2.433415504290951
B07067f70,X2,-0.6226762321732813
B07067f70,X3,2.307911279829878
B07067f70,X4,4.812717406444731
B914f2b19,X1,1.8189008352271037
B914f2b19,X2,1.7677338019181692
B914f2b19,X3,2.849584751153812
B914f2b19,X4,5.7260525637738295
B96ae8f9a,X1,2.150645045663582
B96ae8f9a,X2,3.5779187230933407
B96ae8f9a,X3,3.361498641535299
B96ae8f9a,X4,4.840734031334957
B1eccb286,X1,1.1077430476762467
B1eccb286,X2,1.4882291704673833
B1eccb286,X3,2.260001328220257
B1eccb286,X4,4.652453399325712
B31d59c48,X1,1.402334475563125
B31d59c48,X2,2.2980492965337787
B31d59c48,X3,0.8750782703831481
B31d59c48,X4,2.699584333068669
B4c0d3b4e,X1,-0.9612451526410597
B4c0d3b4e,X2,2.1926217156116605
B4c0d3b4e,X3,2.808102299853559
B4c0d3b4e,X4,3.7021139834624974
B24553b07,X1,0.9887338304404184
B24553b07,X2,0.6043834097494427
B24553b07,X3,3.2922385698658445
B24553b07,X4,3.7444562248117306
B142871d2,X1,2.0515451108120613
B142871d2,X2,2.3718023937732924
B142871d2,X3,3.984112735916336
B142871d2,X4,3.707600441287326
B069ae593,X1,1.5973633747817209
B069ae593,X2,3.942296015083976
B069ae593,X3,2.2656016957946483
B069ae593,X4,3.943000615658625
B4eb83053,X1,1.740941706839629
B4eb83053,X2,2.4381801814708557
B4eb83053,X3,2.6188879541615924
B4eb83053,X4,5.223996227590782
Be5215245,X1,0.035721365812083405
Be5215245,X2,1.5847709321448091
Be5215245,X3,4.789957573734086
Be5215245,X4,2.8683653872340162
B8f55fe97,X1,2.888214859624218
B8f55fe97,X2,3.0782689031556956
B8f55fe97,X3,0.5074410121764532
B8f55fe97,X4,3.264866840510856
B51d2776c,X1,2.7389724206856183
B51d2776c,X2,1.9453018520522323
B51d2776c,X3,3.3652643475866775
B51d2776c,X4,4.683878626422508
Beb2419b4,X1,1.917045933580182
Beb2419b4,X2,3.175271579498837
Beb2419b4,X3,1.4578016720156057
Beb2419b4,X4,3.534157513086778
Bdb01ec07,X1,-0.02847314435192616
Bdb01ec07,X2,2.3418929056819495
Bdb01ec07,X3,5.4728816808833045
Bdb01ec07,X4,4.1657025905241
B35fecb17,X1,1.4441511092941925
B35fecb17,X2,1.5676906803267288
B35fecb17,X3,2.28056538658584
B35fecb17,X4,4.292509067397134
B63bcab07,X1,1.3687213944749104
B63bcab07,X2,1.4156779121214371
B63bcab07,X3,4.370398193363363
B63bcab07,X4,2.9438915339291407
Ba1e67692,X1,0.3641242256972479
Ba1e67692,X2,1.3965556783768247
Ba1e67692,X3,3.528890159041606
Ba1e67692,X4,4.935241745759734
Badb58152,X1,-0.099820543788947
Badb58152,X2,2.6888840367001006
Badb58152,X3,4.156873614258608
Badb58152,X4,3.3879616847134186
B68505682,X1,2.7258106621094536
B68505682,X2,2.6287139684872276
B68505682,X3,3.239701074217339
B68505682,X4,4.759875758679376
B6385c43b,X1,2.2985461522082646
B6385c43b,X2,1.0703349602195475
B6385c43b,X3,3.91728898999672
B6385c43b,X4,3.9577147150675582
B541b1455,X1,1.929545138791477
B541b1455,X2,1.7585523247753045
B541b1455,X3,3.6770564337724543
B541b1455,X4,5.963299201848819
Bf8964579,X1,1.3877209840404587
Bf8964579,X2,2.2821348177826057
Bf8964579,X3,3.3713780938316646
Bf8964579,X4,3.805277319722855
B640f58dc,X1,0.8190646144960234
B640f58dc,X2,1.5883232685215098
B640f58dc,X3,3.458662257286453
B640f58dc,X4,2.9734249887787936
B66934ac0,X1,0.9809579029939259
B66934ac0,X2,2.74599738796416
B66934ac0,X3,2.6094344618407637
B66934ac0,X4,2.573635292266564
B73b3b08f,X1,-0.7763076255971149
B73b3b08f,X2,0.17893144335531264
B73b3b08f,X3,3.071763258595228
B73b3b08f,X4,3.2046443754805347
B6f03005d,X1,-0.4262369859058195
B6f03005d,X2,1.3309552732169445
B6f03005d,X3,3.849423715865366
B6f03005d,X4,2.0466423838283943
B0a451d97,X1,0.7454005893840965
B0a451d97,X2,1.0941550438098895
B0a451d97,X3,1.7518755391859988
B0a451d97,X4,3.0229708123035097
B76210601,X1,-0.13203330903351684
B76210601,X2,2.2085110730770854
B76210601,X3,1.2494150275494547
B76210601,X4,2.5602345893709746
Bc8b4476f,X1,1.6984706584265292
Bc8b4476f,X2,2.439176935063011
Bc8b4476f,X3,3.0117221944736436
Bc8b4476f,X4,4.1591085994171575
B836406ef,X1,1.1266297521986464
B836406ef,X2,2.4820386080707384
B836406ef,X3,2.2165071647717425
B836406ef,X4,4.8414419354402805
Bee9f2101,X1,-1.025408483388163
Bee9f2101,X2,1.0210275271913414
Bee9f2101,X3,3.557808296908927
Bee9f2101,X4,2.760219973123544
B9d853f4d,X1,1.8589766986739304
B9d853f4d,X2,2.165624129946101
B9d853f4d,X3,3.4473115463072457
B9d853f4d,X4,3.4450071455518074
B92381c2f,X1,-0.11865495648875757
B92381c2f,X2,1.7267010374812874
B92381c2f,X3,1.9089475548791042
B92381c2f,X4,3.1626944985350334
B7d605343,X1,0.9775870583379468
B7d605343,X2,1.4766596273094783
B7d605343,X3,0.8618873322757645
B7d605343,X4,3.492738711570936
B263156da,X1,1.8476701687082764
B263156da,X2,1.8424467034629686
B263156da,X3,3.836090066475851
B263156da,X4,2.356444254013761
B45f21eea,X1,2.6282304137516856
B45f21eea,X2,3.2056347051449894
B45f21eea,X3,3.1741774520390833
B45f21eea,X4,4.345293318203457
Bae37a5f2,X1,0.8319580699529212
Bae37a5f2,X2,3.7702748625011857
Bae37a5f2,X3,2.869345423468065
Bae37a5f2,X4,5.203795318728179
Be5297345,X1,1.0561188484571014
Be5297345,X2,0.9519493091898317
Be5297345,X3,1.699677093641068
Be5297345,X4,6.172469602048057
Baaff23b6,X1,1.7438570779844742
Baaff23b6,X2,2.6699581600694313
Baaff23b6,X3,3.746990415789353
Baaff23b6,X4,3.409940953219834
Ba4962bed,X1,4.443008054403707
Ba4962bed,X2,0.7676110274329457
Ba4962bed,X3,1.9818390017851508
Ba4962bed,X4,3.0499347858348895
B1f1aa1ff,X1,2.225381020009434
B1f1aa1ff,X2,2.610911345145954
B1f1aa1ff,X3,1.6706480971879076
B1f1aa1ff,X4,3.915922344652823
Bf468bd45,X1,0.676557561545371
Bf468bd45,X2,0.9065459758615793
Bf468bd45,X3,3.7045122537363246
Bf468bd45,X4,2.176535041664315
B1e81765f,X1,2.2511408978564114
B1e81765f,X2,1.5600080464430786
B1e81765f,X3,2.384945114320192
B1e81765f,X4,5.379758731475517
B28d42d9b,X1,-2.1367491751745646
B28d42d9b,X2,0.6263546349072759
B28d42d9b,X3,4.889116095589606
B28d42d9b,X4,4.342181520568634
B1c5fb59a,X1,3.1223127401068136
B1c5fb59a,X2,0.47071398281807997
B1c5fb59a,X3,5.001977025092195
B1c5fb59a,X4,2.216358087801221
B1505c004,X1,1.8062198318627691
B1505c004,X2,1.9315674660859468
B1505c004,X3,3.170056983644867
B1505c004,X4,4.204027831119846
Bbe25fe4c,X1,0.5437863900125371
Bbe25fe4c,X2,2.5989260347232777
Bbe25fe4c,X3,4.227943156210255
Bbe25fe4c,X4,3.2540537445689295
Bcc7d9084,X1,2.067356051268068
Bcc7d9084,X2,1.9140643192241091
Bcc7d9084,X3,2.333292726034392
Bcc7d9084,X4,3.705313835709151
Bcc3aeb7c,X1,1.2704862680020481
Bcc3aeb7c,X2,0.6979844799817363
Bcc3aeb7c,X3,4.0203774881166074
Bcc3aeb7c,X4,3.7331197995765617
B60258ecd,X1,0.9022757028689492
B60258ecd,X2,4.092370901017251
B60258ecd,X3,3.77683144987757
B60258ecd,X4,4.144690015365836
Bf6ef7535,X1,1.7625348090201993
Bf6ef7535,X2,1.2758272053072985
Bf6ef7535,X3,4.301113163168979
Bf6ef7535,X4,4.995455293375778
B16c3ea4d,X1,1.3995334985033339
B16c3ea4d,X2,3.760679483361576
B16c3ea4d,X3,4.393047249885857
B16c3ea4d,X4,5.826027197090044
Bb1ea68d4,X1,0.5077012983572142
Bb1ea68d4,X2,2.403438694737603
Bb1ea68d4,X3,2.0476375427797717
Bb1ea68d4,X4,3.429221827373375
B69457629,X1,1.346018577465958
B69457629,X2,0.8445292858607389
B69457629,X3,3.3137951841532916
B69457629,X4,4.719784359354219
B1a928512,X1,2.9242176643114126
B1a928512,X2,2.962971508742963
B1a928512,X3,4.437158950823513
B1a928512,X4,2.7822964128637593
B8eb8f0a3,X1,-0.46323665005343884
B8eb8f0a3,X2,1.7300158989835157
B8eb8f0a3,X3,2.1943265605853077
B8eb8f0a3,X4,3.6039656986972695
Ba7e8fef8,X1,0.3827363012933779
Ba7e8fef8,X2,1.7165206206868977
Ba7e8fef8,X3,2.6781050367305026
Ba7e8fef8,X4,4.42487631101657
Be7e15e3c,X1,1.2484043161174168
Be7e15e3c,X2,1.7810825137639084
Be7e15e3c,X3,3.829633460457075
Be7e15e3c,X4,3.944621974469034
B60d66a54,X1,1.4916717798537389
B60d66a54,X2,1.8344111753800243
B60d66a54,X3,2.8624268815596072
B60d66a54,X4,3.7960067717487376
B93df0f20,X1,3.213823770205177
B93df0f20,X2,0.8562949752561164
B93df0f20,X3,3.242853140519904
B93df0f20,X4,2.8011995419771276
Bb96ce038,X1,-0.008945541060219941
Bb96ce038,X2,2.1075710562747494
Bb96ce038,X3,4.805700053724211
Bb96ce038,X4,4.77176521572902
B64bd117b,X1,1.9423211967882412
B64bd117b,X2,2.1844809630255813
B64bd117b,X3,5.0121183238260425
B64bd117b,X4,3.8110005502034023
B68f68fb4,X1,-0.8237954260646609
B68f68fb4,X2,1.353057547220966
B68f68fb4,X3,3.540521842090792
B68f68fb4,X4,2.6853378159726846
B59ed0527,X1,2.2452941952685768
B59ed0527,X2,2.135777526611834
B59ed0527,X3,4.797707895975895
B59ed0527,X4,4.745175227169207
Be1dce7c1,X1,1.225138152462191
